"","Block_ID","TRT_ID","Plot_ID","Sand","Clay","SOM","FC","PWP","BD","AWC_pctg","AWC_mm","Porosity"
"54",2,4,1102,0.212006138016956,0.263172178216311,0.0189244002124336,0.322421745850389,0.157939565407424,1.33,0.164482180442965,0.00218761299989143,0.497850055747685
"55",2,18,1101,0.199170072385635,0.262268798391184,0.0189756559468789,0.323858479715598,0.157564931034569,1.33,0.166293548681029,0.00221170419745768,0.498590247591914
"56",4,1,1204,0.225704894500437,0.255304691968675,0.0187510887762885,0.318280716552362,0.153906300246194,1.33,0.164374416306168,0.00218617973687204,0.495174840508411
"57",4,18,1206,0.227248020733833,0.235086067487886,0.0186592267685984,0.312061912209441,0.143741847636827,1.33,0.168320064572614,0.00223865685881576,0.490490797330303
"58",2,22,1203,0.231221774376108,0.272122659713825,0.0188280652482804,0.322562296349845,0.1623211488463,1.33,0.160241147503545,0.00213120726179715,0.498310085763742
"59",2,13,1201,0.200599041434733,0.259605276621507,0.0189429250600494,0.32290967334132,0.156223326786376,1.33,0.166686346554944,0.00221692840918076,0.497920968082694
"60",4,29,1205,0.221293467719913,0.246511473850199,0.0186886644886225,0.316288301446795,0.149522458074515,1.33,0.166765843372279,0.00221798571685131,0.493552429499383
"61",2,24,1202,0.213118614886263,0.260686987771379,0.0188927681624333,0.321552068352252,0.156687071597763,1.33,0.164864996754489,0.0021927044568347,0.497243598784273
"62",4,14,1304,0.226281485224322,0.253976979016351,0.0187269877401442,0.317808432550893,0.153235731591651,1.33,0.164572700959241,0.00218881692275791,0.494844088959331
"63",4,23,1306,0.229846775353788,0.23355652756679,0.0186419540424386,0.311229556918164,0.142952771256449,1.33,0.168276785661715,0.00223808124930081,0.48994063075623
"64",4,22,1305,0.224322840251815,0.244282216968135,0.0186696350267054,0.315206088220135,0.148381630347395,1.33,0.166824457872739,0.00221876528970743,0.492829351264802
"65",2,27,1303,0.229137559090282,0.266403216797421,0.0187986503512047,0.321123941633362,0.159459213009029,1.33,0.161664728624332,0.00215014089070362,0.497284071273435
"66",2,28,1302,0.21326293648927,0.256703654780905,0.0188608866762651,0.320374004166932,0.154689390317329,1.33,0.165684613849603,0.00220360536419972,0.496379834300143
"67",2,30,1301,0.201608464739139,0.256580526343687,0.01891057800473,0.321910783528723,0.154703120995778,1.33,0.167207662532945,0.00222386191168817,0.497198313282959
"68",3,9,1506,0.235421270456572,0.229231919491791,0.0186088404888839,0.309117956688438,0.140733630046589,1.33,0.168384326641849,0.0022395115443366,0.488500705293053
"69",3,32,1505,0.228222263489995,0.239409204120971,0.0186313064332236,0.313207636573411,0.145905428446806,1.33,0.167302208126604,0.00222511936808384,0.491429975228967
"70",4,33,1504,0.225661677390852,0.248141551718728,0.01867948158054,0.316162347650235,0.150309682150576,1.33,0.165852665499659,0.00220584045114546,0.493600927168585
"71",2,9,1503,0.223080530405844,0.251889083595315,0.0187413433631064,0.317627518712476,0.152209058993269,1.33,0.165418459719208,0.00220006551426546,0.49461874333968
"72",1,3,1502,0.211149356878049,0.245370816925213,0.0187998986188065,0.317372957938891,0.14902375483041,1.33,0.16834920310848,0.00223904440134279,0.494030963299615
"73",1,20,1501,0.202609495087144,0.250286019283017,0.0188501115902707,0.319974739612173,0.151545829315742,1.33,0.168428910296431,0.00224010450694254,0.495749294528858
"74",1,31,1601,0.202880044480591,0.247250290708706,0.0188195992886904,0.319068496544444,0.150024313939328,1.33,0.169044182605115,0.00224828762864803,0.495053425045372
"75",1,32,1602,0.209192697713677,0.23812892126197,0.0187685919690126,0.315553416054812,0.145409709782013,1.33,0.1701437062728,0.00226291129342823,0.492512667138859
"76",1,34,1603,0.220345025752736,0.245049795827317,0.0187121247782546,0.315990842587692,0.148795942328869,1.33,0.167194900258823,0.00222369217344234,0.49329163660462
"77",3,22,1604,0.224574806144691,0.244406463167983,0.0186543822592078,0.315207383620103,0.14844210707749,1.33,0.166765276542612,0.00221797817801675,0.492839259585215
"78",3,14,1605,0.228940824984898,0.236985086884615,0.0186107065639655,0.312382658436772,0.144682167694701,1.33,0.167700490742071,0.00223041652686954,0.490813902596867
"79",3,6,1606,0.238402813585047,0.226511343693172,0.0185915251032195,0.307856429675555,0.139340385907185,1.33,0.16851604376837,0.00224126338211932,0.487622890419871
"80",1,14,1701,0.203198775144779,0.244880959534858,0.018789981817805,0.318345556605972,0.148835916823552,1.33,0.16950963978242,0.00225447820910618,0.494496717151914
"81",1,35,1702,0.206889683291989,0.230351291385633,0.0187379178121166,0.313643130490598,0.141532122264726,1.33,0.172111008225872,0.0022890764094041,0.490839476172779
"82",1,33,1703,0.218007665226486,0.239143283899515,0.0186836647852473,0.31458738900216,0.145850162935124,1.33,0.168737226067036,0.00224420510669157,0.492109049066437
"83",3,13,1704,0.223087962999887,0.240779564536381,0.0186293229988201,0.314344874871547,0.146632401895923,1.33,0.167712472975624,0.0022305758905758,0.492118555910997
"84",3,21,1705,0.228535138806767,0.234969791856486,0.0185899729683754,0.31184071383714,0.143672964455611,1.33,0.168167749381529,0.00223663106677434,0.490370052390335
"85",3,10,1706,0.240469407993536,0.224148303808603,0.0185745113435972,0.306832970134506,0.13813386852652,1.33,0.168699101607986,0.00224369805138621,0.486891887512711
"86",3,4,1806,0.236543683031543,0.225322731930346,0.0185593707426697,0.30777405041038,0.13875837424973,1.33,0.16901567616065,0.00224790849293664,0.487466136590735
"87",3,18,1805,0.226969592691021,0.233531787404961,0.018569328402593,0.311639880989954,0.142963138504086,1.33,0.168676742485869,0.00224340067506205,0.490143384860014
"88",3,8,1804,0.221277531537173,0.237533926877296,0.018604529035273,0.313646023435601,0.145017265566662,1.33,0.16862875786894,0.0022427624796569,0.491497758936981
"89",1,7,1803,0.216178667655651,0.23450698312281,0.0186562677430707,0.31349363195811,0.143539128160595,1.33,0.169954503797515,0.00226039490050695,0.491156762287334
"90",1,18,1802,0.205098523914828,0.224150209106085,0.0187085470226993,0.312124893109285,0.138441863835839,1.33,0.173683029273446,0.00230998428933683,0.489457101360174
"91",1,25,1801,0.203728732111131,0.243560461587194,0.018761467620621,0.317892669339496,0.148170909059942,1.33,0.169721760279554,0.00225729941171807,0.494158655839929
"92",3,19,1906,0.232419411726547,0.226542002310495,0.0185446985915832,0.308753886570811,0.139406480789813,1.33,0.169347405780998,0.00225232049688727,0.4880642470085
"93",3,31,1905,0.224402804920642,0.232698757066175,0.0185489245491798,0.311766276643297,0.142565462279504,1.33,0.169200814363793,0.00225037083103844,0.490131475125278
"94",3,23,1904,0.219204735783266,0.234799291561867,0.0185801760860621,0.313140542490883,0.143661372676415,1.33,0.169479169814468,0.00225407295853243,0.491006374019765
"95",1,2,1903,0.214895986062081,0.231228208595003,0.0186301838399622,0.312723136537005,0.141905352014109,1.33,0.170817784522896,0.00227187653415452,0.490469499989285
"96",1,29,1902,0.206617766743181,0.2266963423916,0.0186822212218594,0.312630492438515,0.139703714034072,1.33,0.172926778404443,0.0022999261527791,0.489972865605548
"97",1,22,1901,0.204551968651311,0.243473364841484,0.0187341864341255,0.317751612469451,0.148121151556333,1.33,0.169630460913118,0.00225608513014447,0.494079142769535
"98",3,1,2005,0.221089055519869,0.232415684898729,0.0185288939435245,0.312165652763097,0.142450124352516,1.33,0.169715528410581,0.00225721652786073,0.490304301921826
"99",3,29,2006,0.228338344607213,0.227709746560878,0.0185306867816553,0.309707451244325,0.14002766265059,1.33,0.169679788593735,0.00225674118829667,0.488645081335612
"100",1,6,2001,0.205640886849871,0.244539218576727,0.0187082068869969,0.317904478618038,0.148646763492142,1.33,0.169257715125896,0.00225112761117442,0.494242250457716
"101",1,16,2002,0.208076745017697,0.22928738198772,0.0186572905353535,0.313161432975786,0.140989092479309,1.33,0.172172340496477,0.00228989212860314,0.490496863065874
"102",1,28,2003,0.214091085920676,0.229054371078826,0.0186056293284052,0.312207637159352,0.140822058751443,1.33,0.171385578407909,0.00227942819282519,0.490004418665244
"103",3,3,2004,0.21692049661839,0.232591870159426,0.0185564186939453,0.312825290974356,0.142572372952036,1.33,0.170252918022319,0.00226436380969685,0.490648556901955
"104",3,15,2206,0.220667822243348,0.229808699397569,0.0185060321330265,0.31145986071737,0.141145350676886,1.33,0.170314510040484,0.00226518298353844,0.489709737125366
"105",3,16,2204,0.211882288768432,0.229459455811609,0.0185113322156506,0.31265012658551,0.141043091195511,1.33,0.171607035389999,0.00228237357068699,0.490262495644601
"106",1,27,2202,0.210384538618234,0.233809804850932,0.0186126085533864,0.31413099289606,0.143235744995767,1.33,0.170895247900293,0.0022729067970739,0.491411900102157
"107",3,17,2205,0.213094612007466,0.233279207436192,0.0184907393399979,0.313582438068493,0.142947590458143,1.33,0.17063484761035,0.00226944347321765,0.49108949125542
"108",1,12,2203,0.213500018425985,0.226360050871742,0.0185621698723272,0.311510420009449,0.13947620543346,1.33,0.172034214575989,0.00228805505386065,0.489391565957614
"109",1,9,2201,0.208243079150711,0.249204107815969,0.018660349220721,0.318885364865225,0.15096436717206,1.33,0.167920997693166,0.0022333492693191,0.495100737448062
"110",3,33,2305,0.208731632003184,0.234364158088353,0.0184732370877498,0.314530301316981,0.143526128445219,1.33,0.171004172871762,0.00227435549919443,0.491662985801495
"111",1,4,2301,0.209583779566385,0.252378011137291,0.0186385758918547,0.319617879322255,0.152545107265087,1.33,0.167072772057168,0.00222206786836034,0.495704853275977
"112",1,30,2302,0.211052372923387,0.235627000505,0.0185935245452631,0.314560699013083,0.144140935062535,1.33,0.170419763950548,0.00226658286054228,0.491792509429792
"113",1,5,2303,0.213616767133959,0.225175017715351,0.0185439963471488,0.311148053322229,0.138881097189824,1.33,0.172266956132405,0.00229115051656099,0.489092226447552
"114",3,25,2304,0.209181420717926,0.228298810694293,0.0184902735179425,0.312712009168041,0.14048396959423,1.33,0.172228039573811,0.00229063292633169,0.490177320805237
"115",3,27,2306,0.217335930663124,0.23060032349937,0.018496278575129,0.312181377929914,0.141569930230109,1.33,0.170611447699805,0.00226913225440741,0.490141896465911
"116",3,26,2406,0.214538726841509,0.231087514753474,0.0184888952756439,0.312733567349134,0.141837164387372,1.33,0.170896402961762,0.00227292215939143,0.490461676014332
"117",3,20,2405,0.204890547914711,0.235265856431007,0.0184587025793325,0.31534589442508,0.144008161099352,1.33,0.171337733325728,0.00227879185323218,0.492154302474338
"118",3,11,2404,0.206378445681025,0.227253648251588,0.0184703603540316,0.312825100604739,0.139983975967236,1.33,0.172841124637503,0.00229878695767879,0.490126285145424
"119",1,21,2403,0.213633610905785,0.224239188003328,0.0185283115801813,0.310873059888396,0.13841176892573,1.33,0.172461290962667,0.00229373516980347,0.488860215820154
"120",1,11,2402,0.211246975700926,0.23704310163827,0.0185770959466749,0.314943148176006,0.144848976398187,1.33,0.170094171777819,0.00226225248464499,0.492110447967209
"121",1,10,2401,0.210563186952456,0.25494031919138,0.0186198035587439,0.320226009516986,0.153822341938201,1.33,0.166403667578785,0.00221316877879784,0.496193619132224
"122",1,8,2503,0.211014081982558,0.225952180998159,0.0185120527147493,0.311761224079692,0.139292779370023,1.33,0.172468444709669,0.0022938303146386,0.489471879126579
"123",3,12,2506,0.212354773031563,0.231237781044132,0.018484203613549,0.313097001939952,0.141930353243444,1.33,0.171166648696508,0.00227651642766356,0.490656057424491
"124",1,19,2501,0.21007410459812,0.253427548983803,0.0186091913861684,0.319854426126543,0.153067552925725,1.33,0.166786873200818,0.00221826541357088,0.495899274533617
"125",3,5,2504,0.20349826374402,0.226242437588837,0.0184517550429426,0.3129620507872,0.139502040536182,1.33,0.173460010251019,0.00230701813633855,0.490087992397903
"126",3,7,2505,0.204056826875397,0.233560310251097,0.0184528834738232,0.314977333299264,0.143160874690884,1.33,0.17181645860838,0.00228515889949146,0.491811557430936
"127",3,24,2606,0.210733272979933,0.231133809383273,0.0184822024461926,0.31330420219336,0.141891515425777,1.33,0.171412686767584,0.00227978873400886,0.490748710052555
"128",3,30,2605,0.203607313135662,0.232118882346286,0.0184504567541054,0.314629626575596,0.142442886008788,1.33,0.172186740566809,0.00229008364953855,0.491501089794425
"129",1,26,2603,0.208900894543897,0.227524570012498,0.0185003266158796,0.312529807059454,0.140098494997497,1.33,0.172431312061957,0.00229333645042403,0.490009407508623
"130",3,28,2604,0.201057149941373,0.225536064213464,0.0184375680508124,0.313123196580293,0.139169297134199,1.33,0.173953899446095,0.00231358686263306,0.490091707322673
"131",1,17,2602,0.21028104428343,0.238679052796316,0.0185530757551737,0.315555538522233,0.145676110179137,1.33,0.169879428343096,0.00225939639696317,0.492561626882138
"132",1,23,2601,0.209424004998775,0.251838554487034,0.0186007255685609,0.319483544716118,0.15227577515411,1.33,0.167207769562007,0.0022238633351747,0.495597860402263
"133",3,35,2706,0.20955346876601,0.230910310404112,0.0184826873408574,0.313412307880429,0.141789205480056,1.33,0.171623102400373,0.00228258726192496,0.490780646260673
"134",3,2,2704,0.201377139059598,0.226630999874275,0.0184420054618695,0.313388193282041,0.139714537295446,1.33,0.173673655986594,0.0023098596246217,0.490336888222218
"135",3,34,2705,0.203380023960034,0.231155525893765,0.0184511964598164,0.314386874942909,0.141962488804443,1.33,0.172424386138467,0.00229324433564161,0.49128710058236
"136",1,1,2703,0.207334320394701,0.228987448605272,0.0184933307779706,0.313183317093531,0.140844376727015,1.33,0.172338940366516,0.00229210790687466,0.490478158564926
"137",1,13,2702,0.209422251889412,0.239099856506721,0.0185454020475453,0.315799984986083,0.145893495411991,1.33,0.169906489574091,0.00225975631133542,0.492721513170563
"138",1,24,2701,0.208746168494854,0.250495038755254,0.0185938949912372,0.319188333782279,0.151607308212325,1.33,0.167581025569954,0.00222882764008039,0.495350584151697
